UF,População,isoweek,corredor baixo,corredor mediano,corredor alto,Unidade da Federação
50,2651235,13,0.24872672656962502,0.46935277233150824,0.8856789454574646,Mato Grosso do Sul
50,2651235,14,0.2113168819322467,0.3329653450822255,0.5246429911892785,Mato Grosso do Sul
50,2651235,15,0.11198705071262062,0.2184625883279684,0.4261734030430788,Mato Grosso do Sul
50,2651235,16,0.05570810561816132,0.17892878103468263,0.5747010839320315,Mato Grosso do Sul
50,2651235,17,0.03888371226373404,0.16114108060509902,0.6677975519018878,Mato Grosso do Sul
50,2651235,18,0.13764330068831157,0.17735870832210063,0.22853354475213603,Mato Grosso do Sul
50,2651235,19,0.2419956620983288,0.48296001832540647,0.963861819994532,Mato Grosso do Sul
50,2651235,20,0.06184653638859976,0.2300079315589087,0.8554019621664605,Mato Grosso do Sul
50,2651235,21,0.17675981065827504,0.3668702192740855,0.7614499997990044,Mato Grosso do Sul
50,2651235,22,0.06838503276868657,0.20659340342765992,0.6241253767354682,Mato Grosso do Sul
50,2651235,23,0.03797711747307648,0.23558968902204935,1.4614722039621328,Mato Grosso do Sul
50,2651235,24,0.030611448460440005,0.13870445688887292,0.628487945799108,Mato Grosso do Sul
50,2651235,25,0.03875906706373369,0.2440106465989576,1.5361875340222835,Mato Grosso do Sul
50,2651235,26,0.07099060416159415,0.2585444031122632,0.9416064163719235,Mato Grosso do Sul
50,2651235,27,0.04159537155118,0.2332942031454976,1.3084673412359193,Mato Grosso do Sul
50,2651235,28,0.03023906416913307,0.15183478231993558,0.7623847415779056,Mato Grosso do Sul
50,2651235,29,0.07023777146723578,0.2625848120232304,0.9816766970950825,Mato Grosso do Sul
50,2651235,30,0.032979500773822876,0.18836261873740914,1.075834239606708,Mato Grosso do Sul
50,2651235,31,0.04146754954926798,0.32197334555027096,2.499950837983968,Mato Grosso do Sul
50,2651235,32,0.03265334994166331,0.19105387689419007,1.1178511222129446,Mato Grosso do Sul
50,2651235,33,0.03930359335431,0.12472666482385739,0.39580963444852363,Mato Grosso do Sul
50,2651235,34,0.03677407851641503,0.21152481437909582,1.216692542768649,Mato Grosso do Sul
50,2651235,35,0.03370990986922057,0.1203564005815069,0.4297152741473969,Mato Grosso do Sul
50,2651235,36,0.046993830098737074,0.11432531079330167,0.27812750440905804,Mato Grosso do Sul
50,2651235,37,0.029198660628727835,0.10151251972858535,0.35292001207438267,Mato Grosso do Sul
50,2651235,38,0.03721939276478405,0.07849450629633754,0.16554239768617363,Mato Grosso do Sul
50,2651235,39,0.08041550840746507,0.16024532832568172,0.3193235454048533,Mato Grosso do Sul
50,2651235,40,0.03904945672467913,0.09552693844709502,0.2336881671213587,Mato Grosso do Sul
50,2651235,41,0.04108129667181791,0.09760425863958301,0.2318960713603262,Mato Grosso do Sul
50,2651235,42,0.015869215626554075,0.09294569886266668,0.5443812183517112,Mato Grosso do Sul
50,2651235,43,0.0442664234329033,0.13144506789582874,0.3903140243604231,Mato Grosso do Sul
50,2651235,44,0.03649993590174034,0.07038485004155588,0.13572700863663975,Mato Grosso do Sul
50,2651235,45,0.0,0.07634587276120502,0.07634587276120502,Mato Grosso do Sul
50,2651235,46,0.04070184871360441,0.06148683000969709,0.09288595933918176,Mato Grosso do Sul
50,2651235,47,0.03895477854428076,0.05550399768803043,0.07908384733469846,Mato Grosso do Sul
50,2651235,48,0.0,0.037718270919024535,0.037718270919024535,Mato Grosso do Sul
50,2651235,49,0.0,0.037718270919024535,0.037718270919024535,Mato Grosso do Sul
50,2651235,50,0.06173954307679266,0.09294569886266668,0.13992495743488592,Mato Grosso do Sul
50,2651235,51,0.019147529969166212,0.08777124802711514,0.40233868246416055,Mato Grosso do Sul
50,2651235,52,0.06320663322254529,0.09294569886266668,0.13667715707388908,Mato Grosso do Sul
51,3265486,1,0.031046681408301528,0.031866218148067706,0.032707388132913885,Mato Grosso
51,3265486,2,0.015484370753453557,0.06394421956436992,0.2640638926050248,Mato Grosso
51,3265486,3,0.03081823562857266,0.031219118823816967,0.03162521670228215,Mato Grosso
51,3265486,4,0.0,0.09304180647490336,0.09304180647490336,Mato Grosso
51,3265486,5,0.0,0.031013935491634444,0.031013935491634444,Mato Grosso
51,3265486,6,0.0,0.06202787098326892,0.06202787098326892,Mato Grosso
51,3265486,7,0.02339786383326711,0.044621173798360954,0.08509533884510678,Mato Grosso
51,3265486,8,0.026899406735860526,0.037452196272340116,0.052144904881933435,Mato Grosso
51,3265486,9,0.019688620380782965,0.05046175238578056,0.1293330057970556,Mato Grosso
51,3265486,10,0.024178702443970926,0.045514529207545874,0.08567756577446539,Mato Grosso
51,3265486,11,0.03863557832028855,0.0749043925446802,0.14522024171542514,Mato Grosso
51,3265486,12,0.03699502888584567,0.052965403909002465,0.07583002624217701,Mato Grosso
51,3265486,13,0.03126548899120316,0.07215371062373334,0.1665145220737872,Mato Grosso
51,3265486,14,0.025527986982469827,0.05861585487571776,0.1345902614714821,Mato Grosso
51,3265486,15,0.02323351692117396,0.04617281122944429,0.09176090318409587,Mato Grosso
51,3265486,16,0.043851316516821816,0.09113396474642162,0.18939909197973523,Mato Grosso
51,3265486,17,0.009628536445494405,0.10221176060605829,1.0850292840797078,Mato Grosso
51,3265486,18,0.044491724079250734,0.11531893814259411,0.2988973290998482,Mato Grosso
51,3265486,19,0.0158400252876442,0.0655559967118185,0.27131198510347293,Mato Grosso
51,3265486,20,0.03717024812843624,0.1139855471416928,0.34954582257015665,Mato Grosso
51,3265486,21,0.028285527521412827,0.061570113636771846,0.13402185588991444,Mato Grosso
51,3265486,22,0.015947468534549366,0.06203847982247119,0.24134068490839128,Mato Grosso
51,3265486,23,0.054916388039910495,0.10242327350290854,0.19102725669844886,Mato Grosso
51,3265486,24,0.039774689942217036,0.11596864800661143,0.33812274438893375,Mato Grosso
51,3265486,25,0.03840025064235912,0.07805597449498301,0.15866394235564113,Mato Grosso
51,3265486,26,0.029212618729195703,0.13961614377539605,0.6672687506522884,Mato Grosso
51,3265486,27,0.031080008312874684,0.06498037643795851,0.1358574064560231,Mato Grosso
51,3265486,28,0.02563295525618693,0.039699843473641666,0.06148637783196054,Mato Grosso
51,3265486,29,0.0278223257032946,0.05635459794303405,0.11414720477321379,Mato Grosso
51,3265486,30,0.0373274487788564,0.059309714899598624,0.09423741500019656,Mato Grosso
51,3265486,31,0.031707588119089296,0.049239974066349355,0.07646671317125699,Mato Grosso
51,3265486,32,0.061137210020346694,0.06203847982247119,0.0629530359236589,Mato Grosso
51,3265486,33,0.03146740643115413,0.06452261914272713,0.13230096958088336,Mato Grosso
51,3265486,34,0.03088764746807638,0.0500285887471987,0.0810310883864866,Mato Grosso
51,3265486,35,0.03034660648213538,0.031654886641407295,0.03301956839458237,Mato Grosso
51,3265486,36,0.015647035225329346,0.06163601074398625,0.2427934599573848,Mato Grosso
51,3265486,37,0.027042089723704234,0.05296540390900244,0.10373954231742322,Mato Grosso
51,3265486,38,0.02956137635728,0.03177012640937182,0.034143908587628974,Mato Grosso
51,3265486,39,0.0,0.03295988682893258,0.03295988682893258,Mato Grosso
51,3265486,40,0.030144922317524622,0.03151603602956471,0.03294951357162375,Mato Grosso
51,3265486,41,0.0,0.03062331303824301,0.03062331303824301,Mato Grosso
51,3265486,42,0.021823330877015303,0.04358324116235958,0.08703982544740585,Mato Grosso
51,3265486,43,0.022372270497766463,0.04358324116235958,0.08490416341095244,Mato Grosso
51,3265486,44,0.059878364556778474,0.0627052113114148,0.06566551298976768,Mato Grosso
